Rank,Previous Rank,Artist Name,Periods on Chart,Views,Growth,Week,Month
76,76,Kendrick Lamar,238,49843958,-0.02%,37,9
77,n/a,FloyyMenor,30,49459282,n/a,37,9
78,86,Don Omar,317,48856458,0.03%,37,9
79,95,Diljit Dosanjh,211,48593844,0.09%,37,9
80,77,Lana Del Rey,199,48567345,-0.02%,37,9
81,73,MC Ryan SP,151,48386625,-0.09%,37,9
82,82,Stray Kids,191,48199485,-0.01%,37,9
83,85,Maroon 5,446,48051326,0%,37,9
84,80,Aventura,317,48019736,-0.01%,37,9
85,96,Arcángel,265,47767282,0.08%,37,9
86,78,Blessd,151,47636613,-0.04%,37,9
87,87,Los Temerarios,273,47613158,0%,37,9
88,79,BLACKPINK,370,47329527,-0.03%,37,9
89,81,David Guetta,435,47114003,-0.03%,37,9
90,n/a,Julión Álvarez y su Norteño Banda,44,46809431,n/a,37,9
91,83,Sidhu Moose Wala,204,46620040,-0.04%,37,9
92,88,Asha Bhosle,249,46617824,0%,37,9
93,92,Imagine Dragons,422,46421433,0.02%,37,9
94,n/a,Katy Perry,448,46231269,n/a,37,9
95,90,A. R. Rahman,196,45247867,-0.01%,37,9
96,89,Doja Cat,229,44902125,-0.02%,37,9
97,93,Michael Jackson,448,44792742,-0.01%,37,9
98,94,Los Ángeles Azules,332,44787913,0%,37,9
99,n/a,Future,372,44081251,n/a,37,9
100,97,Alan Walker,418,44039346,0%,37,9
